unit,feature,outcome,n,median,p25,p75,mean,effect_size_winner_vs_neutral,observed_winner_direction,dates_with_winner_neutral_comparison,direction_consistency_by_date,single_date_risk,discovery_p25,discovery_p75,winner_top_quartile_rate,winner_bottom_quartile_rate,neutral_top_quartile_rate,loser_top_quartile_rate
DAY0,institution_buy_days_3d,LOSER,19,2.0,2.0,3.0,2.1578947368421053,-0.6367731809068812,HIGHER,6,0.3333333333333333,False,2.0,3.0,0.26666666666666666,0.7333333333333333,0.48507462686567165,0.3684210526315789
DAY0,institution_buy_days_5d,WINNER,15,3.0,2.0,4.0,2.8666666666666667,-0.4684307997460174,HIGHER,6,0.3333333333333333,False,3.0,4.0,0.3333333333333333,0.6666666666666666,0.44776119402985076,0.5263157894736842
DAY0,institution_buy_days_5d,NEUTRAL,134,3.0,3.0,4.0,3.3656716417910446,-0.4684307997460174,HIGHER,6,0.3333333333333333,False,3.0,4.0,0.3333333333333333,0.6666666666666666,0.44776119402985076,0.5263157894736842
DAY0,institution_buy_days_5d,LOSER,19,4.0,3.0,4.0,3.4210526315789473,-0.4684307997460174,HIGHER,6,0.3333333333333333,False,3.0,4.0,0.3333333333333333,0.6666666666666666,0.44776119402985076,0.5263157894736842
DAY0,institution_buy_days_10d,WINNER,15,5.0,4.0,7.0,5.2,-0.2339048355404534,LOWER,6,0.5,False,3.0,7.0,0.3333333333333333,0.2,0.3582089552238806,0.3157894736842105
DAY0,institution_buy_days_10d,NEUTRAL,134,6.0,4.0,8.0,5.746268656716418,-0.2339048355404534,LOWER,6,0.5,False,3.0,7.0,0.3333333333333333,0.2,0.3582089552238806,0.3157894736842105
DAY0,institution_buy_days_10d,LOSER,19,6.0,5.0,7.0,5.894736842105263,-0.2339048355404534,LOWER,6,0.5,False,3.0,7.0,0.3333333333333333,0.2,0.3582089552238806,0.3157894736842105
DAY0,institution_flow_1d,WINNER,15,13896478.299999999,564701.1000000001,96195121.5,855250536.2900001,0.7141713631056636,HIGHER,6,0.5,False,4802185.0,153830424.0,0.2,0.3333333333333333,0.208955223880597,0.2631578947368421
DAY0,institution_flow_1d,NEUTRAL,134,13004979.0,1572398.2874999999,105392700.33750002,119396473.42358209,0.7141713631056636,HIGHER,6,0.5,False,4802185.0,153830424.0,0.2,0.3333333333333333,0.208955223880597,0.2631578947368421
DAY0,institution_flow_1d,LOSER,19,6513201.299999999,-849228.0999999996,105546867.35,182663853.2263158,0.7141713631056636,HIGHER,6,0.5,False,4802185.0,153830424.0,0.2,0.3333333333333333,0.208955223880597,0.2631578947368421
DAY0,institution_flow_3d,WINNER,15,13716848.7,9076485.35,302537200.55,621827880.4599999,0.04865376250796093,LOWER,6,0.3333333333333333,False,8623530.7,249893795.07000002,0.26666666666666666,0.26666666666666666,0.20149253731343283,0.2631578947368421
DAY0,institution_flow_3d,NEUTRAL,134,22932630.5,3694793.4625000004,157531179.05,459403554.2934329,0.04865376250796093,LOWER,6,0.3333333333333333,False,8623530.7,249893795.07000002,0.26666666666666666,0.26666666666666666,0.20149253731343283,0.2631578947368421
DAY0,institution_flow_3d,LOSER,19,31989371.500000004,4871268.499999989,167552199.45,252503951.12105265,0.04865376250796093,LOWER,6,0.3333333333333333,False,8623530.7,249893795.07000002,0.26666666666666666,0.26666666666666666,0.20149253731343283,0.2631578947368421
DAY0,institution_flow_previous_3d,WINNER,15,-58214.30000000005,-12731783.649999999,44233650.324999996,113129880.87999998,0.16038556120102795,HIGHER,6,0.3333333333333333,False,-108085205.03,23548231.070000004,0.26666666666666666,0.06666666666666667,0.23134328358208955,0.3684210526315789
DAY0,institution_flow_previous_3d,NEUTRAL,134,-114314.72499999776,-46884389.0625,16631563.782499997,-437637657.7819403,0.16038556120102795,HIGHER,6,0.3333333333333333,False,-108085205.03,23548231.070000004,0.26666666666666666,0.06666666666666667,0.23134328358208955,0.3684210526315789
DAY0,institution_flow_previous_3d,LOSER,19,4546549.500000001,-526524.0250000001,37888201.25,3853790.676315789,0.16038556120102795,HIGHER,6,0.3333333333333333,False,-108085205.03,23548231.070000004,0.26666666666666666,0.06666666666666667,0.23134328358208955,0.3684210526315789
DAY0,institution_flow_5d,WINNER,15,41636806.35000001,9352380.774999999,447067751.72499996,577913826.57,0.11776187279238719,HIGHER,6,0.5,False,414711.900000155,157759432.14999995,0.3333333333333333,0.13333333333333333,0.20149253731343283,0.2631578947368421
DAY0,institution_flow_5d,NEUTRAL,134,15839881.645,439905.0,92603798.1,169193119.6419403,0.11776187279238719,HIGHER,6,0.5,False,414711.900000155,157759432.14999995,0.3333333333333333,0.13333333333333333,0.20149253731343283,0.2631578947368421
DAY0,institution_flow_5d,LOSER,19,51735168.0,5800125.574999999,176864265.29999998,273511083.3552632,0.11776187279238719,HIGHER,6,0.5,False,414711.900000155,157759432.14999995,0.3333333333333333,0.13333333333333333,0.20149253731343283,0.2631578947368421
